SendDate,Solar Power (kW),Solar energy Generation  (kWh),consumptionValue (kW)
07-05-2024 13:25,432,-0.1,
07-05-2024 13:30,413,2.4,0.45
07-05-2024 13:36,406,2.5,0.43
07-05-2024 13:40,405,2.5,0.68
07-05-2024 13:46,408,-0.1,
07-05-2024 13:50,715,2.6,0.38
07-05-2024 13:51,792,2.6,0.67
07-05-2024 13:55,906,2.6,0.39
07-05-2024 13:56,941,2.6,0.41
07-05-2024 14:00,950,2.7,0.35
07-05-2024 14:06,933,2.8,0.36
07-05-2024 14:11,1023,2.9,0.38
07-05-2024 14:16,820,2.9,0.35
07-05-2024 14:22,928,3,0.37
07-05-2024 14:27,919,3.1,0.39
07-05-2024 14:33,621,3.2,0.35
07-05-2024 14:38,772,3.2,0.34
07-05-2024 14:41,750,3.2,0.33
07-05-2024 14:43,699,3.3,0.35
07-05-2024 14:48,436,3.3,0.37
07-05-2024 14:53,413,3.3,0.35
07-05-2024 14:58,369,3.4,0.29
07-05-2024 15:04,311,3.4,0.35
07-05-2024 15:07,173,3.4,0.33
07-05-2024 15:10,-1,3.4,
07-05-2024 15:12,145,3.4,0.33
07-05-2024 15:14,123,3.4,0.34
07-05-2024 15:17,325,3.4,0.33
07-05-2024 15:20,366,3.4,0.32
07-05-2024 15:23,255,3.4,
07-05-2024 15:27,163,-0.1,
07-05-2024 15:28,213,3.5,0.37
07-05-2024 15:31,254,3.5,0.37
07-05-2024 15:33,271,-0.1,
07-05-2024 15:36,280,-0.1,
07-05-2024 15:40,280,-0.1,
07-05-2024 15:42,251,-0.1,0.43
07-05-2024 15:45,242,-0.1,
07-05-2024 15:47,225,3.5,0.42
07-05-2024 15:48,210,3.5,0.42
07-05-2024 15:50,200,3.5,0.42
07-05-2024 15:53,207,3.6,0.41
07-05-2024 15:54,214,3.6,0.4
07-05-2024 15:57,218,3.6,0.4
07-05-2024 16:00,222,3.6,
07-05-2024 16:03,226,3.6,0.4
07-05-2024 16:05,228,-0.1,
07-05-2024 16:07,-1,-0.1,
07-05-2024 16:09,218,3.6,0.4
07-05-2024 16:12,193,3.6,0.48
07-05-2024 16:13,193,3.6,0.36
07-05-2024 16:13,186,3.6,0.38
07-05-2024 16:16,182,3.6,0.4
07-05-2024 16:20,128,3.6,0.65
07-05-2024 16:21,158,3.6,0.66
07-05-2024 16:22,187,3.6,0.46
07-05-2024 16:23,122,3.6,0.46
07-05-2024 16:24,163,3.6,0.72
07-05-2024 16:27,124,3.6,0.44
07-05-2024 16:28,178,3.6,0.4
07-05-2024 16:28,209,3.6,0.44
07-05-2024 16:30,124,3.6,0.44
07-05-2024 16:31,163,3.6,0.44
07-05-2024 16:34,125,3.7,0.44
07-05-2024 16:34,156,3.7,0.38
07-05-2024 16:35,185,3.7,0.36
07-05-2024 16:37,123,3.7,0.39
07-05-2024 16:38,159,3.7,0.38
07-05-2024 16:40,122,3.7,0.38
07-05-2024 16:41,160,3.7,0.38
07-05-2024 16:42,213,3.7,0.34
07-05-2024 16:43,122,3.7,0.38
07-05-2024 16:44,186,3.7,0.38
07-05-2024 16:47,231,3.7,0.38
07-05-2024 16:50,123,3.7,0.38
07-05-2024 16:51,181,3.7,0.38
07-05-2024 16:52,229,3.7,0.38
07-05-2024 16:53,121,3.7,0.38
07-05-2024 16:54,210,3.7,0.38
07-05-2024 16:57,119,3.7,0.37
07-05-2024 16:57,226,3.7,0.37
07-05-2024 16:58,242,3.7,0.37
07-05-2024 17:00,120,3.7,0.39
07-05-2024 17:03,264,3.7,0.39
07-05-2024 17:05,211,3.7,0.38
07-05-2024 17:07,120,3.8,0.38
07-05-2024 17:10,120,3.8,
07-05-2024 17:12,268,3.8,0.38
07-05-2024 17:13,269,3.8,0.37
07-05-2024 17:15,269,3.8,0.37
07-05-2024 17:16,267,3.8,0.38
07-05-2024 17:17,116,3.8,0
07-05-2024 17:20,255,-0.1,
07-05-2024 17:22,233,-0.1,
07-05-2024 17:24,236,-0.1,
07-05-2024 17:26,211,3.8,0.37
07-05-2024 17:27,202,3.8,0.36
07-05-2024 17:32,202,3.8,0.36
07-05-2024 17:37,119,3.8,0.37
07-05-2024 17:40,214,3.8,0.37
07-05-2024 17:43,215,3.8,0.37
07-05-2024 17:47,200,3.8,0.37
07-05-2024 17:48,200,3.8,0.36
07-05-2024 17:53,200,3.8,0.32
07-05-2024 17:58,200,3.8,0.35
07-05-2024 17:58,163,3.8,0.34
07-05-2024 17:59,162,3.8,0.35
07-05-2024 18:01,162,3.8,0.33
07-05-2024 18:02,162,3.8,0.34
07-05-2024 18:05,162,3.8,0.35
07-05-2024 18:09,128,3.8,0.38
07-05-2024 18:10,155,3.8,0.4
07-05-2024 18:11,152,3.9,0.38
07-05-2024 18:12,134,3.9,0.38
07-05-2024 18:15,147,3.9,0.38
07-05-2024 18:15,147,3.9,0.38
07-05-2024 18:21,147,3.9,0.37
07-05-2024 18:27,147,3.9,0.37
07-05-2024 18:30,147,3.9,0.37
07-05-2024 18:31,147,3.9,0.38
07-05-2024 18:33,147,3.9,0.42
07-05-2024 18:38,147,3.9,0.43
07-05-2024 18:43,147,3.9,0.44
07-05-2024 18:48,147,3.9,0.39
07-05-2024 18:54,147,3.9,0.4
07-05-2024 18:59,147,3.9,0.41
07-05-2024 19:04,147,3.9,0.41
07-05-2024 19:09,147,3.9,0.34
07-05-2024 19:15,147,3.9,0.39
07-05-2024 19:19,147,3.9,0.37
07-05-2024 19:26,147,3.9,0.38
07-05-2024 19:31,147,3.9,0.39
07-05-2024 19:37,147,3.9,0.56
07-05-2024 19:42,147,3.9,0.36
07-05-2024 19:47,147,3.9,0.35
07-05-2024 19:52,147,3.9,0.35
07-05-2024 19:58,147,3.9,0.35
07-05-2024 20:03,147,3.9,0.34
07-05-2024 20:08,147,3.9,0.35
07-05-2024 20:13,147,3.9,0.34
07-05-2024 20:18,147,3.9,0.34
07-05-2024 20:25,147,3.9,0.37
07-05-2024 20:30,147,3.9,0.38
07-05-2024 20:35,147,3.9,0.37
07-05-2024 20:40,147,3.9,0.36
07-05-2024 20:46,147,3.9,0.33
07-05-2024 20:51,147,3.9,0.33
07-05-2024 20:56,147,3.9,0.33
07-05-2024 21:01,147,3.9,0.31
07-05-2024 21:06,147,3.9,0.33
07-05-2024 21:11,147,3.9,0.36
07-05-2024 21:18,147,0,0.32
07-05-2024 21:23,147,0,0.31
07-05-2024 21:28,147,0,0.3
07-05-2024 21:34,147,0,0.53
07-05-2024 21:39,147,0,0.28
07-05-2024 21:44,147,0,0.28
07-05-2024 21:49,147,0,0.27
07-05-2024 21:55,147,0,0.27
07-05-2024 22:00,147,0,0.26
07-05-2024 22:05,147,0,0.22
07-05-2024 22:10,147,0,0.21
07-05-2024 22:15,147,0,0.21
07-05-2024 22:20,147,0,0.21
07-05-2024 22:26,147,0,0.24
07-05-2024 22:32,147,0,0.24
07-05-2024 22:37,147,0,0.23
07-05-2024 22:42,147,0,0.23
07-05-2024 22:47,147,0,0.23
07-05-2024 22:53,147,0,0.24
07-05-2024 22:58,147,0,0.24
07-05-2024 23:03,147,0,0.23
07-05-2024 23:09,147,0,0.23
07-05-2024 23:14,147,0,0.24
07-05-2024 23:19,147,0,0.21
07-05-2024 23:25,147,0,0.21
07-05-2024 23:30,147,0,0.21
07-05-2024 23:36,147,0,0.21
07-05-2024 23:41,147,0,0.22
07-05-2024 23:46,147,0,0.21
07-05-2024 23:51,147,0,0.21
07-05-2024 23:56,147,0,0.21
07-06-2024 00:02,147,0,0.21
07-06-2024 00:07,147,0,0.17
07-06-2024 00:12,147,0,0.2
07-06-2024 00:18,147,0,0.21
07-06-2024 00:23,147,0,0.21
07-06-2024 00:29,147,0,0.2
07-06-2024 00:34,147,0,0.2
07-06-2024 00:39,147,0,0.21
07-06-2024 00:44,147,0,0.2
07-06-2024 00:50,147,0,0.19
07-06-2024 00:55,147,0,0.2
07-06-2024 01:00,147,0,0.21
07-06-2024 01:05,147,0,0.2
07-06-2024 01:11,147,0,0.21
07-06-2024 01:16,147,0,0.2
07-06-2024 01:22,147,0,0.2
07-06-2024 01:28,147,0,0.23
07-06-2024 01:33,147,0,0.24
07-06-2024 01:38,147,0,0.23
07-06-2024 01:43,147,0,0.23
07-06-2024 01:48,147,0,0.23
07-06-2024 01:54,147,0,0.23
07-06-2024 01:59,147,0,0.23
07-06-2024 02:04,147,0,0.24
07-06-2024 02:09,147,0,0.23
07-06-2024 02:14,147,0,0.23
07-06-2024 02:21,147,0,0.23
07-06-2024 02:26,147,0,0.23
07-06-2024 02:31,147,0,0.23
07-06-2024 02:36,147,0,0.23
07-06-2024 02:42,147,0,0.23
07-06-2024 02:47,147,0,0.23
07-06-2024 02:52,147,0,0.23
07-06-2024 02:57,147,0,0.23
07-06-2024 03:02,147,0,0.2
07-06-2024 03:08,147,0,0.21
07-06-2024 03:13,147,0,0.2
07-06-2024 03:18,147,0,0.21
07-06-2024 03:24,147,0,0.21
07-06-2024 03:30,147,0,0.21
07-06-2024 03:35,147,0,0.21
07-06-2024 03:40,147,0,0.2
07-06-2024 03:45,147,0,0.2
07-06-2024 03:50,147,0,0.2
07-06-2024 03:56,147,0,0.2
07-06-2024 04:01,147,0,0.23
07-06-2024 04:06,147,0,0.2
07-06-2024 04:11,147,0,0.21
07-06-2024 04:16,147,0,0.2
07-06-2024 04:22,147,0,0.21
07-06-2024 04:28,147,0,0.2
07-06-2024 04:33,147,0,0.21
07-06-2024 04:38,147,0,0.2
07-06-2024 04:43,147,0,0.21
07-06-2024 04:48,147,0,0.21
07-06-2024 04:54,147,0,0.2
07-06-2024 04:59,147,0,0.21
07-06-2024 05:04,147,0,0.23
07-06-2024 05:09,147,0,0.23
07-06-2024 05:14,147,0,0.22
07-06-2024 05:21,147,0,0.23
07-06-2024 05:26,147,0,0.23
07-06-2024 05:31,147,0,0.23
07-06-2024 05:36,147,0,0.23
07-06-2024 05:41,147,0,0.22
07-06-2024 05:47,147,0,0.22
07-06-2024 05:52,147,0,0.22
07-06-2024 05:57,147,0,0.22
07-06-2024 06:02,147,0,0.23
07-06-2024 06:08,147,0,0.23
07-06-2024 06:13,147,0,0.22
07-06-2024 06:18,147,0,0.22
07-06-2024 06:24,147,0,0.23
07-06-2024 06:29,147,0,0.23
07-06-2024 06:35,147,0,0.24
07-06-2024 06:40,147,0,0.22
07-06-2024 06:45,147,0,0.21
07-06-2024 06:51,147,0,0.22
07-06-2024 06:56,147,0,0.2
07-06-2024 07:01,147,0,0.22
07-06-2024 07:06,147,0,0.22
07-06-2024 07:11,147,0,0.22
07-06-2024 07:17,147,0,0.21
07-06-2024 07:22,147,0,0.2
07-06-2024 07:28,147,0,0.21
07-06-2024 07:33,147,0,0.23
07-06-2024 07:38,147,0,0.22
07-06-2024 07:43,147,0,0.22
07-06-2024 07:48,147,0,0.22
07-06-2024 07:54,147,0,0.22
07-06-2024 07:59,147,0,0.26
07-06-2024 08:04,147,0,0.24
07-06-2024 08:09,147,0,0.27
07-06-2024 08:15,147,0,0.29
07-06-2024 08:20,147,0,0.29
07-06-2024 08:26,147,0,0.29
07-06-2024 08:31,147,0,0.27
07-06-2024 08:37,147,0,0.28
07-06-2024 08:42,147,0,0.27
07-06-2024 08:47,147,0,0.27
07-06-2024 08:52,147,0,0.27
07-06-2024 08:57,147,0,0.27
07-06-2024 09:03,147,0,0.28
07-06-2024 09:08,147,0,0.29
07-06-2024 09:13,147,0,0.3
07-06-2024 09:18,147,0,0.29
07-06-2024 09:23,147,0,0.48
07-06-2024 09:30,147,0,0.59
07-06-2024 09:35,147,0,0.33
07-06-2024 09:40,147,0,0.33
07-06-2024 09:45,147,0,0.54
07-06-2024 09:50,147,0,0.37
07-06-2024 09:56,147,0,0.35
07-06-2024 10:01,147,0,0.42
07-06-2024 10:06,147,0,0.35
07-06-2024 10:11,147,0,0.35
07-06-2024 10:18,147,0,0.37
07-06-2024 10:23,147,0,0.49
07-06-2024 10:23,147,0,0.52
07-06-2024 10:26,147,0,0.43
07-06-2024 10:27,147,0,0.44
07-06-2024 10:28,147,0,0.44
07-06-2024 10:33,147,0,0.46
07-06-2024 10:38,147,0,0.42
07-06-2024 10:44,147,0,0.37
07-06-2024 10:49,147,0,0.37
07-06-2024 10:54,147,0,0.36
07-06-2024 10:59,147,0,0.39
07-06-2024 11:05,147,0,0.41
07-06-2024 11:10,147,0,0.41
07-06-2024 11:15,147,0,0.41
07-06-2024 11:21,147,0,0.42
07-06-2024 11:27,147,0,0.42
07-06-2024 11:32,147,0,0.45
07-06-2024 11:34,147,0,0.47
07-06-2024 11:37,147,0,0.48
07-06-2024 11:42,147,0,0.46
07-06-2024 11:47,147,0,0.46
07-06-2024 11:52,147,0,0.44
07-06-2024 11:57,147,0,0.44
07-06-2024 12:03,147,0,0.44
07-06-2024 12:08,147,0,0.35
07-06-2024 12:11,147,0,0.32
07-06-2024 12:12,147,0,0.37
07-06-2024 12:13,147,0,0.37
07-06-2024 12:19,147,0,0.38
07-06-2024 12:25,147,0,0.39
07-06-2024 12:30,147,0,0.4
07-06-2024 12:36,147,0,0.41
07-06-2024 12:37,147,0,0.42
07-06-2024 12:38,147,0,0.42
07-06-2024 12:41,147,0,0.42
07-06-2024 12:42,147,0,0.38
07-06-2024 12:46,147,0,0.41
07-06-2024 12:51,147,0,0.42
07-06-2024 12:57,147,0,0.4
07-06-2024 13:02,147,0,0.41
07-06-2024 13:07,147,0,0.42
07-06-2024 13:12,147,0,0.42
07-06-2024 13:19,147,0,0.43
07-06-2024 13:24,147,0,0.43
07-06-2024 13:29,147,0,0.42
07-06-2024 13:34,147,0,0.42
07-06-2024 13:40,147,0,0.67
07-06-2024 13:44,147,0,0.4
07-06-2024 13:50,147,0,0.4
07-06-2024 13:55,147,0,0.4
07-06-2024 14:00,147,0,0.42
07-06-2024 14:01,147,0,0.4
07-06-2024 14:05,147,0,0.39
07-06-2024 14:10,147,0,0.62
07-06-2024 14:15,147,0,0.42
07-06-2024 14:21,147,0,0.46
07-06-2024 14:27,147,0,0.42
07-06-2024 14:32,147,0,0.46
07-06-2024 14:35,147,0,0.42
07-06-2024 14:36,147,0,0.41
07-06-2024 14:37,147,0,0.4
07-06-2024 14:42,147,0,0.38
07-06-2024 14:48,147,0,0.4
07-06-2024 14:53,147,0,0.39
07-06-2024 14:58,147,0,0.39
07-06-2024 15:03,147,0,0.39
07-06-2024 15:08,147,0,0.39
07-06-2024 15:13,147,0,0.39
07-06-2024 15:19,147,0,0.38
07-06-2024 15:25,147,0,0.37
07-06-2024 15:30,147,0,0.37
07-06-2024 15:35,147,0,0.37
07-06-2024 15:40,147,0,0.38
07-06-2024 15:46,147,0,0.43
07-06-2024 15:51,147,0,0.42
07-06-2024 15:56,147,0,0.43
07-06-2024 16:02,147,0,0.42
07-06-2024 16:07,147,0,0.4
07-06-2024 16:12,147,0,0.41
07-06-2024 16:18,147,0,0.43
07-06-2024 16:23,147,0,0.46
07-06-2024 16:28,147,0,0.46
07-06-2024 16:34,147,0,0.46
07-06-2024 16:39,147,0,0.46
07-06-2024 16:44,147,0,0.4
07-06-2024 16:49,147,0,0.43
07-06-2024 16:54,147,0,0.43
07-06-2024 17:00,147,0,0.6
07-06-2024 17:05,147,0,0.4
07-06-2024 17:06,147,0,0.42
07-06-2024 17:09,147,0,0.42
07-06-2024 17:15,147,0,0.44
07-06-2024 17:20,147,0,0.44
07-06-2024 17:26,147,0,0.44
07-06-2024 17:31,147,0,0.44
07-06-2024 17:37,147,0,0.46
07-06-2024 17:41,147,0,0.51
07-06-2024 17:42,147,0,0.51
07-06-2024 17:47,147,0,0.49
07-06-2024 17:52,147,0,0.46
07-06-2024 17:57,147,0,0.44
07-06-2024 17:58,147,0,0.41
07-06-2024 18:02,147,0,0.41
07-06-2024 18:08,147,0,0.41
07-06-2024 18:13,147,0,0.45
07-06-2024 18:18,147,0,0.44
07-06-2024 18:23,147,0,0.45
07-06-2024 18:30,147,0,0.43
07-06-2024 18:35,147,0,0.44
07-06-2024 18:40,147,0,0.45
07-06-2024 18:45,147,0,0.5
07-06-2024 18:51,147,0,0.5
07-06-2024 18:56,147,0,0.5
07-06-2024 19:01,147,0,0.49
07-06-2024 19:06,147,0,0.49
07-06-2024 19:12,147,0,0.45
07-06-2024 19:16,147,0,0.45
07-06-2024 19:23,147,0,0.34
07-06-2024 19:28,147,0,0.34
07-06-2024 19:34,147,0,0.28
07-06-2024 19:39,147,0,0.32
07-06-2024 19:44,147,0,0.33
07-06-2024 19:49,147,0,0.32
07-06-2024 19:55,147,0,0.35
07-06-2024 20:00,147,0,0.35
07-06-2024 20:05,147,0,0.33
07-06-2024 20:10,147,0,0.34
07-06-2024 20:15,147,0,0.33
07-06-2024 20:22,147,0,0.33
07-06-2024 20:27,147,0,0.57
07-06-2024 20:32,147,0,0.33
07-06-2024 20:37,147,0,0.33
07-06-2024 20:43,147,0,0.57
07-06-2024 20:48,147,0,0.32
07-06-2024 20:53,147,0,0.32
07-06-2024 20:58,147,0,0.31
07-06-2024 21:04,147,0,0.31
07-06-2024 21:09,147,0,0.28
07-06-2024 21:14,147,0,0.29
07-06-2024 21:19,147,0,0.31
07-06-2024 21:25,147,0,0.33
07-06-2024 21:31,147,0,0.32
07-06-2024 21:36,147,0,0.3
07-06-2024 21:41,147,0,0.25
07-06-2024 21:46,147,0,0.29
07-06-2024 21:51,147,0,0.28
07-06-2024 21:56,147,0,0.27
07-06-2024 22:02,147,0,0.25
07-06-2024 22:07,147,0,0.24
07-06-2024 22:12,147,0,0.28
07-06-2024 22:17,147,0,0.28
07-06-2024 22:22,147,0,0.28
07-06-2024 22:29,147,0,0.22
07-06-2024 22:34,147,0,0.22
07-06-2024 22:39,147,0,0.25
07-06-2024 22:44,147,0,0.25
07-06-2024 22:49,147,0,0.24
07-06-2024 22:55,147,0,0.24
07-06-2024 23:00,147,0,0.24
07-06-2024 23:05,147,0,0.26
07-06-2024 23:10,147,0,0.26
07-06-2024 23:15,147,0,0.25
07-06-2024 23:22,147,0,0.25
07-06-2024 23:27,147,0,0.26
07-06-2024 23:32,147,0,0.26
07-06-2024 23:38,147,0,0.25
07-06-2024 23:43,147,0,0.26
07-06-2024 23:48,147,0,0.25
07-06-2024 23:53,147,0,0.25
07-06-2024 23:59,147,0,0.25
07-07-2024 00:04,147,0,0.25
07-07-2024 00:09,147,0,0.24
07-07-2024 00:14,147,0,0.25
07-07-2024 00:19,147,0,0.25
07-07-2024 00:25,147,0,0.25
07-07-2024 00:31,147,0,0.24
07-07-2024 00:36,147,0,0.25
07-07-2024 00:41,147,0,0.24
07-07-2024 00:46,147,0,0.22
07-07-2024 00:52,147,0,0.22
07-07-2024 00:57,147,0,0.22
07-07-2024 01:02,147,0,0.22
07-07-2024 01:07,147,0,0.22
07-07-2024 01:13,147,0,0.22
07-07-2024 01:19,147,0,0.22
07-07-2024 01:24,147,0,0.23
07-07-2024 01:29,147,0,0.21
07-07-2024 01:35,147,0,0.21
07-07-2024 01:40,147,0,0.22
07-07-2024 01:45,147,0,0.22
07-07-2024 01:50,147,0,0.23
07-07-2024 01:56,147,0,0.22
07-07-2024 02:01,147,0,0.23
07-07-2024 02:06,147,0,0.25
07-07-2024 02:11,147,0,0.25
07-07-2024 02:16,147,0,0.25
07-07-2024 02:22,147,0,0.23
07-07-2024 02:28,147,0,0.26
07-07-2024 02:33,147,0,0.24
07-07-2024 02:38,147,0,0.24
07-07-2024 02:44,147,0,0.2
07-07-2024 02:49,147,0,0.24
07-07-2024 02:54,147,0,0.24
07-07-2024 02:59,147,0,0.24
07-07-2024 03:05,147,0,0.23
07-07-2024 03:10,147,0,0.24
07-07-2024 03:15,147,0,0.24
07-07-2024 03:20,147,0,0.25
07-07-2024 03:26,147,0,0.24
07-07-2024 03:32,147,0,0.24
07-07-2024 03:37,147,0,0.24
07-07-2024 03:42,147,0,0.22
07-07-2024 03:47,147,0,0.22
07-07-2024 03:53,147,0,0.22
07-07-2024 03:58,147,0,0.22
07-07-2024 04:03,147,0,0.22
07-07-2024 04:08,147,0,0.19
07-07-2024 04:14,147,0,0.22
07-07-2024 04:19,147,0,0.22
07-07-2024 04:26,147,0,0.22
07-07-2024 04:31,147,0,0.22
07-07-2024 04:36,147,0,0.22
07-07-2024 04:41,147,0,0.22
07-07-2024 04:46,147,0,0.22
07-07-2024 04:51,147,0,0.22
07-07-2024 04:57,147,0,0.22
07-07-2024 05:02,147,0,0.21
07-07-2024 05:07,147,0,0.22
07-07-2024 05:12,147,0,0.22
07-07-2024 05:17,147,0,0.22
07-07-2024 05:24,147,0,0.24
07-07-2024 05:29,147,0,0.24
07-07-2024 05:34,147,0,0.25
07-07-2024 05:39,147,0,0.24
07-07-2024 05:45,147,0,0.25
07-07-2024 05:50,147,0,0.24
07-07-2024 05:55,147,0,0.24
07-07-2024 06:00,147,0,0.25
07-07-2024 06:06,147,0,0.24
07-07-2024 06:11,147,0,0.24
07-07-2024 06:16,147,0,0.25
07-07-2024 06:21,147,0,0.25
07-07-2024 06:27,147,0,0.27
07-07-2024 06:33,147,0,0.26
07-07-2024 06:38,147,0,0.29
07-07-2024 06:43,147,0,0.27
07-07-2024 06:49,147,0,0.26
07-07-2024 06:54,147,0,0.27
07-07-2024 06:59,147,0,0.27
07-07-2024 07:04,147,0,0.24
07-07-2024 07:05,147,0,0.24
07-07-2024 07:09,147,0,0.26
07-07-2024 07:14,147,0,0.24
07-07-2024 07:19,147,0,0.24
07-07-2024 07:26,147,0,0
07-07-2024 07:29,147,0,0.23
07-07-2024 07:31,147,0,0.24
07-07-2024 07:36,147,0,0.23
07-07-2024 07:42,147,0,0.24
07-07-2024 07:47,147,0,0.25
07-07-2024 07:52,147,0,0.27
07-07-2024 07:57,147,0,0.24
07-07-2024 08:02,147,0,0.22
07-07-2024 08:08,147,0,0.25
07-07-2024 08:13,147,0,0.24
07-07-2024 08:18,147,0,0.28
07-07-2024 08:24,147,0,0.29
07-07-2024 08:30,147,0,0.28
07-07-2024 08:35,147,0,0.28
07-07-2024 08:40,147,0,0.28
07-07-2024 08:45,147,0,0.39
07-07-2024 08:50,147,0,0.49
07-07-2024 08:56,147,0,0.27
07-07-2024 09:01,147,0,0.29
07-07-2024 09:06,147,0,0.32
07-07-2024 09:11,147,0,0.3
07-07-2024 09:16,147,0,0.32
07-07-2024 09:22,147,0,0.57
07-07-2024 09:28,147,0,0.53
07-07-2024 09:32,147,0,0.33
07-07-2024 09:33,147,0,0.33
07-07-2024 09:38,147,0,0.31
07-07-2024 09:43,147,0,0.53
07-07-2024 09:48,147,0,0.34
07-07-2024 09:53,147,0,0.33
07-07-2024 09:58,147,0,0.35
07-07-2024 10:03,147,0,0.33
07-07-2024 10:09,147,0,0.33
07-07-2024 10:14,147,0,0.31
07-07-2024 10:19,147,0,0.27
07-07-2024 10:25,147,0,0.24
07-07-2024 10:30,147,0,0.26
07-07-2024 10:35,147,0,0.51
07-07-2024 10:40,147,0,0.33
07-07-2024 10:46,147,0,0.33
07-07-2024 10:51,147,0,0.33
07-07-2024 10:56,147,0,0.31
07-07-2024 11:01,147,0,0.31
07-07-2024 11:06,147,0,0.33
07-07-2024 11:11,147,0,0.33
07-07-2024 11:18,147,0,0.27
07-07-2024 11:23,147,0,0.27
07-07-2024 11:28,147,0,0.24
07-07-2024 11:34,147,0,0.24
07-07-2024 11:39,147,0,0.24
07-07-2024 11:44,147,0,0.29
07-07-2024 11:49,147,0,0.29
07-07-2024 11:54,147,0,0.29
07-07-2024 12:00,147,0,0.29
07-07-2024 12:05,147,0,0.29
07-07-2024 12:10,147,0,0.33
07-07-2024 12:15,147,0,0.35
07-07-2024 12:20,147,0,0.35
07-07-2024 12:27,147,0,0.27
07-07-2024 12:32,147,0,0.33
07-07-2024 12:33,147,0,0.31
07-07-2024 12:37,147,0,0.31
07-07-2024 12:42,147,0,0.31
07-07-2024 12:47,147,0,0.27
07-07-2024 12:48,147,0,0.27
07-07-2024 12:52,147,0,0.27
07-07-2024 12:57,147,0,0.27
07-07-2024 13:02,147,0,0.27
07-07-2024 13:08,147,0,0.28
07-07-2024 13:13,147,0,0.28
07-07-2024 13:19,147,0,0.28
07-07-2024 13:21,147,0,0.27
07-07-2024 13:24,147,0,0.27
07-07-2024 13:30,147,0,0.27
07-07-2024 13:35,147,0,0.27
07-07-2024 13:40,147,0,0.27
07-07-2024 13:41,147,0,0.27
07-07-2024 13:46,147,0,0.26
07-07-2024 13:51,147,0,0.46
07-07-2024 13:51,147,0,0.47
07-07-2024 13:57,147,0,0.29
07-07-2024 14:02,147,0,0.28
07-07-2024 14:07,147,0,0.28
07-07-2024 14:12,147,0,0.28
07-07-2024 14:17,147,0,0.28
07-07-2024 14:23,147,0,0.28
07-07-2024 14:26,147,0,0
07-07-2024 14:26,147,0,0
07-07-2024 14:30,147,0,0
07-07-2024 14:35,147,0,0
07-07-2024 14:40,147,0,0
07-07-2024 14:45,147,0,0
07-07-2024 14:46,147,0,0
07-07-2024 14:50,147,0,0
07-07-2024 14:55,147,0,0
07-07-2024 15:00,147,0,0
07-07-2024 15:05,147,0,0
07-07-2024 15:08,147,0,0.41
07-07-2024 15:10,147,0,0.36
07-07-2024 15:15,147,0,0.34
07-07-2024 15:15,147,0,0.35
07-07-2024 15:16,147,0,0.35
07-07-2024 15:20,147,0,0.33
07-07-2024 15:25,147,0,0
07-07-2024 15:26,147,0,0
07-07-2024 15:29,147,0,0
07-07-2024 15:34,147,0,0
07-07-2024 15:39,147,0,0
07-07-2024 15:44,147,0,0
07-07-2024 15:45,147,0,0
07-07-2024 15:49,147,0,0
07-07-2024 15:54,147,0,0
07-07-2024 15:59,147,0,0
07-07-2024 16:04,147,0,0
07-07-2024 16:09,147,0,0
07-07-2024 16:11,147,0,0
07-07-2024 16:15,147,0,0
07-07-2024 16:20,147,0,0
07-07-2024 16:25,147,0,0
07-07-2024 16:30,147,0,0
07-07-2024 16:34,147,0,0.44
07-07-2024 16:36,147,,
07-07-2024 16:40,147,0,0.47
07-07-2024 16:45,147,0,0.35
07-07-2024 16:50,147,0,0.3
07-07-2024 16:55,147,0,0.33
07-07-2024 17:01,147,0,0.32
07-07-2024 17:05,147,0,0.32
07-07-2024 17:09,147,0,0.33
07-07-2024 17:14,147,0,0.81
07-07-2024 17:19,147,0,0.32
07-07-2024 17:24,147,0,0.33
07-07-2024 17:30,147,0,0.34
07-07-2024 17:35,147,0,0.33
07-07-2024 17:40,147,0,0.33
07-07-2024 17:46,147,0,0.34
07-07-2024 17:50,147,0,0.36
07-07-2024 17:56,147,0,0.36
07-07-2024 18:01,147,0,0.36
07-07-2024 18:06,147,0,0.35
07-07-2024 18:11,147,0,0.35
07-07-2024 18:17,147,0,0.35
07-07-2024 18:23,147,0,0.35
07-07-2024 18:28,147,0,0.35
07-07-2024 18:33,147,0,0.35
07-07-2024 18:38,147,0,0.35
07-07-2024 18:44,147,0,0.35
07-07-2024 18:49,147,0,0.33
07-07-2024 18:54,147,0,0.33
07-07-2024 18:59,147,0,0.47
07-07-2024 19:04,147,0,0.32
07-07-2024 19:09,147,0,0.31
07-07-2024 19:15,147,0,0.31
07-07-2024 19:21,147,0,0.31
07-07-2024 19:26,147,0,0.31
07-07-2024 19:32,147,0,0.32
07-07-2024 19:37,147,0,0.44
07-07-2024 19:38,147,0,0.29
07-07-2024 19:42,147,0,0.29
07-07-2024 19:46,147,0,0.24
07-07-2024 19:48,147,0,0.25
07-07-2024 19:53,147,0,0.32
07-07-2024 19:58,147,0,0.31
07-07-2024 20:03,147,0,0.31
07-07-2024 20:08,147,0,0.31
07-07-2024 20:13,147,0,0.31
07-07-2024 20:19,147,0,0.31
07-07-2024 20:25,147,0,0.31
07-07-2024 20:31,147,0,0.33
07-07-2024 20:36,147,0,0.34
