Senddate,Hours,Solar energy Generation  (kWh),consumptionValue (kW),Device_1_Consumption (kW),Device_2_Consumption (kW),Device_3_Consumption (kW),Device_4_Consumption (kW),TOU_rates (INR),Predicted Solar energy Generation (kWh),Predicted TOU_rates (INR),Cummulative Energy Consumption
12-07-2024,10:48,0,0.53,0.027,0.152,0.059,0.103,24.41011236,0,24.41011236,1398.28
12-07-2024,10:53,0,0.52,0.055,0.145,0.287,0.296,24.41011236,0,24.41011236,1398.8
12-07-2024,10:58,0,0.54,0.059,0.306,0.081,0.111,24.41011236,0,24.41011236,1399.34
12-07-2024,11:04,0,0.49,0.179,0.041,0.316,0.029,24.41011236,0,24.41011236,1399.83
12-07-2024,11:09,0,0.53,0.047,0.234,0.025,0.092,24.41011236,0,24.41011236,1400.36
12-07-2024,11:14,0,0.51,0.124,0.155,0.278,0.136,24.41011236,0,24.41011236,1400.87
12-07-2024,11:19,0,0.5,0.274,0.034,0.038,0.203,24.41011236,0,24.41011236,1401.37
12-07-2024,11:25,0,0.47,0.058,0.304,0.178,0.033,24.41011236,0,24.41011236,1401.84
12-07-2024,11:31,0,0.47,0.097,0.141,0.163,0.249,24.41011236,0,24.41011236,1402.31
12-07-2024,11:36,0,0.46,0.213,0.17,0.299,0.061,24.41011236,0,24.41011236,1402.77
12-07-2024,11:41,0,0.47,0.057,0.11,0.068,0.097,24.41011236,0,24.41011236,1403.24
12-07-2024,11:46,0,0.47,0.082,0.062,0.021,0.089,24.41011236,0,24.41011236,1403.71
12-07-2024,11:51,0,0.48,0.061,0.019,0.08,0.351,24.41011236,0,24.41011236,1404.19
12-07-2024,11:56,0,0.49,0.125,0.01,0,0.008,24.41011236,0,24.41011236,1404.68
12-07-2024,12:02,0,0.45,0.117,0.006,0.052,0.063,24.41011236,0,24.41011236,1405.13
12-07-2024,12:07,0,0.46,0.193,0.107,0.115,0.123,24.41011236,0,24.41011236,1405.59
12-07-2024,12:12,0,0.46,0.03,0.064,0.222,0.089,24.41011236,0,24.41011236,1406.05
12-07-2024,12:17,0,0.44,0.1,0.032,0.126,0.141,24.41011236,0,24.41011236,1406.49
12-07-2024,12:23,0,0.47,0.221,0.018,0.133,0.01,24.41011236,0,24.41011236,1406.96
12-07-2024,12:29,0,0.46,0.149,0.045,0.119,0.073,24.41011236,0,24.41011236,1407.42
12-07-2024,12:34,0,0.46,0.035,0.064,0.184,0.289,24.41011236,0,24.41011236,1407.88
12-07-2024,12:39,0,0.42,0.117,0.081,0.002,0.038,24.41011236,0,24.41011236,1408.3
12-07-2024,12:44,0,0.45,0.083,0.2,0.03,0.194,24.41011236,0,24.41011236,1408.75
12-07-2024,12:49,0,0.46,0.151,0.326,0.072,0.098,19.29775281,0,19.29775281,1409.21
12-07-2024,12:55,0,0.49,0.217,0.094,0.034,0.044,19.29775281,0,19.29775281,1409.7
12-07-2024,13:00,0,0.5,0.03,0.021,0.055,0.022,19.29775281,0,19.29775281,1410.2
12-07-2024,13:05,0,0.51,0.16,0.209,0.153,0.128,19.29775281,0,19.29775281,1410.71
12-07-2024,13:10,0,0.52,0.013,0.413,0.043,0.22,19.29775281,0,19.29775281,1411.23
12-07-2024,13:16,0,0.49,0.148,0.317,0.209,0.07,19.29775281,0,19.29775281,1411.72
12-07-2024,13:22,0,0.5,0.185,0.303,0.018,0.064,19.29775281,0,19.29775281,1412.22
12-07-2024,13:27,0,0.54,0.093,0.066,0.271,0.134,19.29775281,0,19.29775281,1412.76
12-07-2024,13:32,0,0.55,0.251,0.291,0.201,0.141,19.29775281,0,19.29775281,1413.31
12-07-2024,13:37,0,0.53,0.286,0.047,0.037,0.002,19.29775281,0,19.29775281,1413.84
12-07-2024,13:43,0,0.54,0.181,0.186,0.064,0.119,19.29775281,0,19.29775281,1414.38
12-07-2024,13:48,0,0.48,0.077,0.078,0.33,0.177,19.29775281,0,19.29775281,1414.86
12-07-2024,13:53,0,0.5,0.201,0.028,0.323,0.095,19.29775281,0,19.29775281,1415.36
12-07-2024,13:58,0,0.52,0.107,0.054,0.079,0.121,19.29775281,0,19.29775281,1415.88
12-07-2024,14:03,0,0.52,0.04,0.088,0.295,0.007,19.29775281,0,19.29775281,1416.4
12-07-2024,14:09,0,0.54,0.114,0.119,0.039,0.009,19.29775281,0,19.29775281,1416.94
12-07-2024,14:14,0,0.53,0.251,0.205,0.156,0.279,19.29775281,0,19.29775281,1417.47
12-07-2024,14:19,0,0.52,0.006,0.106,0.152,0.377,19.29775281,0,19.29775281,1417.99
12-07-2024,14:25,0,0.53,0.363,0.038,0.115,0.136,19.29775281,0,19.29775281,1418.52
12-07-2024,14:31,0,0.53,0.375,0.005,0.246,0.322,19.29775281,0,19.29775281,1419.05
12-07-2024,14:36,0,0.5,0.138,0.394,0.062,0.213,19.29775281,0,19.29775281,1419.55
12-07-2024,14:41,0,0.49,0.078,0.055,0.076,0.048,19.29775281,0,19.29775281,1420.04
12-07-2024,14:47,0,0.49,0.013,0.02,0.073,0.219,19.29775281,0,19.29775281,1420.53
12-07-2024,14:52,0,0.51,0.074,0.014,0.124,0.109,19.29775281,0,19.29775281,1421.04
12-07-2024,14:57,0,0.51,0.06,0.076,0.27,0.093,19.29775281,0,19.29775281,1421.55
12-07-2024,15:02,0,0.5,0.181,0.072,0.048,0.064,10,0,10,1422.05
12-07-2024,15:07,0,0.51,0.274,0.007,0.142,0.056,10,0,10,1422.56
12-07-2024,15:12,0,0.51,0.341,0.297,0.064,0.072,10,0,10,1423.07
12-07-2024,15:19,0,0.55,0.219,0.206,0.099,0.198,10,0,10,1423.62
12-07-2024,15:24,0,0.53,0.053,0.227,0.048,0.029,10,0,10,1424.15
12-07-2024,15:29,0,0.53,0.108,0.076,0.013,0.182,10,0,10,1424.68
12-07-2024,15:34,0,0.75,0.131,0.314,0.33,0.029,10,0,10,1425.43
12-07-2024,15:39,0,0.6,0.404,0.059,0.16,0.324,10,0,10,1426.03
12-07-2024,15:44,0,0.53,0.04,0.087,0.046,0.162,10,0,10,1426.56
12-07-2024,15:50,0,0.53,0.108,0.18,0.438,0.331,10,0,10,1427.09
12-07-2024,15:55,0,0.54,0.295,0.215,0.045,0.07,10,0,10,1427.63
12-07-2024,16:00,0,0.54,0.155,0.018,0.062,0.348,10,0,10,1428.17
12-07-2024,16:05,0,0.54,0.072,0.223,0.052,0.145,10,0,10,1428.71
12-07-2024,16:11,0,0.51,0.107,0.077,0.094,0.02,10,0,10,1429.22
12-07-2024,16:16,0,0.48,0.012,0.039,0.009,0.039,10,0,10,1429.7
12-07-2024,16:22,0,0.5,0.093,0.158,0.061,0.097,10,0,10,1430.2
12-07-2024,16:27,0,0.51,0.055,0.071,0.367,0.06,10,0,10,1430.71
12-07-2024,16:33,0,0.49,0.073,0.012,0.118,0.163,10,0,10,1431.2
12-07-2024,16:38,0,0.48,0.097,0.191,0.098,0.026,10,0,10,1431.68
12-07-2024,16:43,0,0.54,0.023,0.02,0.259,0.213,10,0,10,1432.22
12-07-2024,16:48,0,0.56,0,0.294,0.003,0.104,10,0,10,1432.78
12-07-2024,16:53,0,0.53,0.004,0.185,0.066,0.016,10,0,10,1433.31
12-07-2024,16:58,0,0.54,0.071,0.174,0.328,0.037,10,0,10,1433.85
12-07-2024,17:04,0,0.53,0.237,0.205,0.219,0.128,10,0,10,1434.38
12-07-2024,17:09,0,0.52,0.168,0.18,0.032,0.199,10,0,10,1434.9
12-07-2024,17:14,0,0.52,0.13,0.095,0.01,0.073,10,0,10,1435.42
12-07-2024,17:19,0,0.53,0.032,0.194,0.03,0.17,10,0,10,1435.95
12-07-2024,17:25,0,0.55,0.036,0.015,0.148,0.107,10,0,10,1436.5
12-07-2024,17:30,0,0.58,0.117,0.181,0.008,0.116,10,0,10,1437.08
12-07-2024,17:36,0,0.55,0.093,0.013,0.048,0.097,10,0,10,1437.63
12-07-2024,17:41,0,0.55,0.111,0.107,0.324,0.245,10,0,10,1438.18
12-07-2024,17:46,0,0.54,0.036,0.063,0.264,0.25,10,0,10,1438.72
12-07-2024,17:51,0,0.56,0.041,0.149,0.11,0.067,10,0,10,1439.28
12-07-2024,17:56,0,0.54,0.087,0.06,0.02,0.169,10,0,10,1439.82
12-07-2024,18:01,0,0.53,0.257,0.081,0.013,0.114,24.41011236,0,24.41011236,1440.35
12-07-2024,18:06,0,0.52,0.284,0.142,0.062,0.088,24.41011236,0,24.41011236,1440.87
12-07-2024,18:11,0,0.54,0.184,0.291,0.016,0.335,24.41011236,0,24.41011236,1441.41
12-07-2024,18:17,0,0.53,0.006,0.279,0.042,0.021,24.41011236,0,24.41011236,1441.94
12-07-2024,18:23,0,0.53,0.003,0.019,0.415,0.193,24.41011236,0,24.41011236,1442.47
12-07-2024,18:28,0,0.5,0.077,0.084,0.093,0.227,24.41011236,0,24.41011236,1442.97
12-07-2024,18:33,0,0.47,0.287,0.028,0.125,0.011,24.41011236,0,24.41011236,1443.44
12-07-2024,18:39,0,0.48,0.244,0.043,0.074,0.068,24.41011236,0,24.41011236,1443.92
12-07-2024,18:44,0,0.47,0.221,0.099,0.223,0.145,24.41011236,0,24.41011236,1444.39
12-07-2024,18:49,0,0.47,0.225,0.018,0.003,0.225,24.41011236,0,24.41011236,1444.86
12-07-2024,18:51,0,0.49,0.295,0.074,0.077,0.178,24.41011236,0,24.41011236,1445.35
12-07-2024,18:52,0,0.48,0.105,0.107,0.085,0.065,24.41011236,0,24.41011236,1445.83
12-07-2024,18:54,0,0.73,0.335,0.22,0.223,0.222,24.41011236,0,24.41011236,1446.56
12-07-2024,18:56,0,0.67,0.165,0.007,0.345,0.373,24.41011236,0,24.41011236,1447.23
12-07-2024,18:59,0,0.49,0.112,0.354,0.294,0.266,24.41011236,0,24.41011236,1447.72
12-07-2024,19:05,0,0.52,0.052,0.302,0.161,0.064,24.41011236,0,24.41011236,1448.24
12-07-2024,19:10,0,0.49,0.071,0.18,0.2,0.116,24.41011236,0,24.41011236,1448.73
12-07-2024,19:15,0,0.44,0.089,0.155,0.021,0.042,24.41011236,0,24.41011236,1449.17
12-07-2024,19:20,0,0.45,0.02,0.065,0.066,0.012,24.41011236,0,24.41011236,1449.62
12-07-2024,19:26,0,0.44,0.069,0.061,0.35,0.264,24.41011236,0,24.41011236,1450.06
12-07-2024,19:32,0,0.45,0.115,0.387,0.139,0.205,24.41011236,0,24.41011236,1450.51
12-07-2024,19:37,0,0.45,0.077,0.091,0.121,0.162,24.41011236,0,24.41011236,1450.96
12-07-2024,19:42,0,0.44,0.012,0.338,0.065,0.096,24.41011236,0,24.41011236,1451.4
12-07-2024,19:47,0,0.43,0.217,0.011,0.107,0.174,24.41011236,0,24.41011236,1451.83
12-07-2024,19:52,0,0.46,0.017,0.101,0.315,0.014,24.41011236,0,24.41011236,1452.29
12-07-2024,19:58,0,0.44,0.102,0.005,0.084,0.152,24.41011236,0,24.41011236,1452.73
12-07-2024,20:03,0,0.45,0.131,0.175,0.128,0.044,24.41011236,0,24.41011236,1453.18
12-07-2024,20:08,0,0.43,0.102,0.033,0.138,0.01,24.41011236,0,24.41011236,1453.61
12-07-2024,20:13,0,0.42,0.078,0.004,0.108,0.179,24.41011236,0,24.41011236,1454.03
12-07-2024,20:19,0,0.43,0.106,0.099,0.158,0,24.41011236,0,24.41011236,1454.46
12-07-2024,20:25,0,0.42,0.236,0.173,0.096,0.056,24.41011236,0,24.41011236,1454.88
12-07-2024,20:30,0,0.4,0.176,0.012,0.159,0.009,24.41011236,0,24.41011236,1455.28
12-07-2024,20:35,0,0.41,0.093,0.293,0.063,0.265,24.41011236,0,24.41011236,1455.69
12-07-2024,20:40,0,0.4,0.084,0.034,0.068,0.175,24.41011236,0,24.41011236,1456.09
12-07-2024,20:46,0,0.43,0.01,0.055,0.219,0.139,24.41011236,0,24.41011236,1456.52
12-07-2024,20:51,0,0.41,0.138,0.044,0.069,0.014,24.41011236,0,24.41011236,1456.93
12-07-2024,20:56,0,0.4,0.15,0.157,0.073,0.027,24.41011236,0,24.41011236,1457.33
12-07-2024,21:02,0,0.4,0.055,0.075,0.025,0.084,10,0,10,1457.73
12-07-2024,21:06,0,0.41,0.137,0.063,0.088,0.09,10,0,10,1458.14
12-07-2024,21:07,0,0.4,0.061,0.045,0.088,0.141,10,0,10,1458.54
12-07-2024,21:12,0,0.37,0.11,0.021,0.198,0.03,10,0,10,1458.91
12-07-2024,21:15,0,0.37,0.039,0.067,0.092,0.255,10,0,10,1459.28
12-07-2024,21:17,0,0.37,0.056,0.053,0.021,0.028,10,0,10,1459.65
12-07-2024,21:23,0,0.38,0.018,0.01,0.193,0.158,10,0,10,1460.03
12-07-2024,21:28,0,0.41,0.093,0.023,0.218,0.106,10,0,10,1460.44
12-07-2024,21:34,0,0.4,0.201,0.035,0.086,0.171,10,0,10,1460.84
12-07-2024,21:39,0,0.41,0.264,0.029,0.195,0.083,10,0,10,1461.25
12-07-2024,21:45,0,0.4,0.129,0.192,0.25,0.081,10,0,10,1461.65
12-07-2024,21:50,0,0.43,0.055,0.065,0.029,0.137,10,0,10,1462.08
12-07-2024,21:55,0,0.64,0.113,0.147,0.207,0.256,10,0,10,1462.72
12-07-2024,22:00,0,0.43,0.042,0.174,0.07,0.118,10,0,10,1463.15
12-07-2024,22:05,0,0.4,0.137,0.072,0.063,0.097,10,0,10,1463.55
12-07-2024,22:10,0,0.35,0.086,0.229,0.079,0.061,10,0,10,1463.9
12-07-2024,22:17,0,0.37,0.012,0.125,0.031,0.164,10,0,10,1464.27
12-07-2024,22:22,0,0.39,0.173,0.019,0.005,0.002,10,0,10,1464.66
12-07-2024,22:27,0,0.39,0.165,0.057,0.12,0.12,10,0,10,1465.05
12-07-2024,22:32,0,0.4,0.042,0.006,0.12,0.314,10,0,10,1465.45
12-07-2024,22:37,0,0.4,0.229,0.035,0.049,0.146,10,0,10,1465.85
12-07-2024,22:42,0,0.39,0.16,0.129,0.217,0.042,10,0,10,1466.24
12-07-2024,22:48,0,0.39,0.116,0.162,0.046,0.007,10,0,10,1466.63
12-07-2024,22:53,0,0.39,0.293,0.023,0.015,0.197,10,0,10,1467.02
12-07-2024,22:58,0,0.36,0.151,0.021,0.087,0.01,10,0,10,1467.38
12-07-2024,23:03,0,0.36,0.224,0.092,0.039,0.007,10,0,10,1467.74
12-07-2024,23:08,0,0.36,0.058,0.185,0.107,0.099,10,0,10,1468.1
12-07-2024,23:14,0,0.37,0.065,0.025,0.158,0.01,10,0,10,1468.47
12-07-2024,23:19,0,0.36,0.027,0.054,0.008,0.105,10,0,10,1468.83
12-07-2024,23:25,0,0.37,0.111,0.134,0.006,0.089,10,0,10,1469.2
12-07-2024,23:30,0,0.39,0.052,0.075,0.053,0.217,10,0,10,1469.59
12-07-2024,23:36,0,0.38,0.003,0.147,0.021,0.132,10,0,10,1469.97
12-07-2024,23:41,0,0.37,0.266,0.09,0.055,0.044,10,0,10,1470.34
12-07-2024,23:46,0,0.38,0.096,0.188,0.02,0.099,10,0,10,1470.72
12-07-2024,23:51,0,0.4,0.079,0.052,0.082,0.01,10,0,10,1471.12
12-07-2024,23:56,0,0.39,0.001,0.012,0.274,0.014,10,0,10,1471.51
13-07-2024,00:01,0,0.38,0.016,0.083,0.316,0.06,10,0,10,1471.89
13-07-2024,00:06,0,0.37,0.01,0.028,0.143,0.058,10,0,10,1472.26
13-07-2024,00:12,0,0.39,0.037,0.072,0.138,0.029,10,0,10,1472.65
13-07-2024,00:17,0,0.36,0.079,0.079,0.109,0.032,10,0,10,1473.01
13-07-2024,00:23,0,0.38,0.085,0.247,0.171,0.211,10,0,10,1473.39
13-07-2024,00:29,0,0.37,0.155,0.078,0.174,0.083,10,0,10,1473.76
13-07-2024,00:34,0,0.39,0.058,0.135,0.012,0.116,10,0,10,1474.15
13-07-2024,00:39,0,0.35,0.015,0.026,0.173,0.004,10,0,10,1474.5
13-07-2024,00:44,0,0.35,0.003,0.036,0.049,0.045,10,0,10,1474.85
13-07-2024,00:49,0,0.37,0.026,0.088,0.015,0.024,10,0,10,1475.22
13-07-2024,00:55,0,0.38,0.024,0.053,0.056,0.012,10,0,10,1475.6
13-07-2024,01:00,0,0.35,0.039,0.131,0.231,0.153,10,0,10,1475.95
13-07-2024,01:05,0,0.36,0.157,0.096,0.122,0.078,10,0,10,1476.31
13-07-2024,01:10,0,0.37,0.147,0.265,0.026,0.035,10,0,10,1476.68
13-07-2024,01:16,0,0.36,0.241,0.019,0.03,0.165,10,0,10,1477.04
13-07-2024,01:22,0,0.36,0.1,0.032,0.001,0.109,10,0,10,1477.4
13-07-2024,01:27,0,0.34,0.042,0.014,0.066,0.12,10,0,10,1477.74
13-07-2024,01:33,0,0.36,0.1,0.031,0.144,0.099,10,0,10,1478.1
13-07-2024,01:38,0,0.35,0.149,0.055,0.123,0.108,10,0,10,1478.45
13-07-2024,01:43,0,0.36,0.197,0.097,0.169,0.172,10,0,10,1478.81
13-07-2024,01:48,0,0.34,0.196,0.098,0.117,0.035,10,0,10,1479.15
13-07-2024,01:54,0,0.34,0.131,0.302,0.017,0.005,10,0,10,1479.49
13-07-2024,01:59,0,0.33,0.216,0.142,0.047,0.025,10,0,10,1479.82
13-07-2024,02:04,0,0.31,0.102,0.115,0.008,0.224,10,0,10,1480.13
13-07-2024,02:09,0,0.33,0,0.054,0.029,0.096,10,0,10,1480.46
13-07-2024,02:14,0,0.33,0.014,0.089,0.031,0.033,10,0,10,1480.79
13-07-2024,02:20,0,0.34,0.089,0.038,0.238,0.087,10,0,10,1481.13
13-07-2024,02:26,0,0.32,0.077,0.096,0.05,0.001,10,0,10,1481.45
13-07-2024,02:31,0,0.32,0.122,0.094,0.046,0.136,10,0,10,1481.77
13-07-2024,02:36,0,0.34,0.089,0.051,0.06,0.245,10,0,10,1482.11
13-07-2024,02:42,0,0.32,0.061,0.074,0.046,0.032,10,0,10,1482.43
13-07-2024,02:47,0,0.32,0.049,0.139,0.009,0.004,10,0,10,1482.75
13-07-2024,02:54,0,0.3,0.069,0.08,0.123,0.037,10,0,10,1483.05
13-07-2024,02:58,0,0.3,0.066,0.084,0.1,0.006,10,0,10,1483.35
13-07-2024,03:03,0,0.31,0.003,0.034,0.038,0.05,10,0,10,1483.66
13-07-2024,03:09,0,0.31,0.077,0.046,0.135,0.051,10,0,10,1483.97
13-07-2024,03:14,0,0.3,0.022,0.045,0.012,0.01,10,0,10,1484.27
13-07-2024,03:19,0,0.31,0.034,0.053,0.099,0.163,10,0,10,1484.58
13-07-2024,03:24,0,0.31,0.075,0.005,0.223,0.094,10,0,10,1484.89
13-07-2024,03:30,0,0.32,0.04,0.035,0.198,0.113,10,0,10,1485.21
13-07-2024,03:35,0,0.31,0.139,0.132,0.1,0.014,10,0,10,1485.52
13-07-2024,03:40,0,0.32,0.047,0.157,0.115,0.057,10,0,10,1485.84
13-07-2024,03:45,0,0.33,0.115,0.211,0.014,0.13,10,0,10,1486.17
13-07-2024,03:51,0,0.34,0.006,0.062,0.018,0.092,10,0,10,1486.51
13-07-2024,03:56,0,0.34,0.002,0.009,0.164,0.127,10,0,10,1486.85
13-07-2024,04:01,0,0.34,0.083,0.078,0.022,0.091,19.29775281,0,19.29775281,1487.19
13-07-2024,04:06,0,0.33,0.059,0.081,0.153,0.057,19.29775281,0,19.29775281,1487.52
13-07-2024,04:12,0,0.34,0.068,0.141,0.098,0.192,19.29775281,0,19.29775281,1487.86
13-07-2024,04:18,0,0.34,0.029,0.121,0.098,0.13,19.29775281,0,19.29775281,1488.2
13-07-2024,04:23,0,0.3,0.046,0.147,0.161,0.002,19.29775281,0,19.29775281,1488.5
13-07-2024,04:28,0,0.31,0.065,0.272,0.254,0.027,19.29775281,0,19.29775281,1488.81
13-07-2024,04:33,0,0.3,0.102,0.058,0.257,0.089,19.29775281,0,19.29775281,1489.11
13-07-2024,04:38,0,0.31,0.054,0.192,0.078,0.083,19.29775281,0,19.29775281,1489.42
13-07-2024,04:44,0,0.32,0.052,0.031,0.136,0.021,19.29775281,0,19.29775281,1489.74
13-07-2024,04:49,0,0.33,0.043,0.122,0.101,0.196,19.29775281,0,19.29775281,1490.07
13-07-2024,04:54,0,0.33,0.059,0.111,0.075,0.072,19.29775281,0,19.29775281,1490.4
13-07-2024,04:59,0,0.33,0.151,0.001,0.141,0.24,19.29775281,0,19.29775281,1490.73
13-07-2024,05:04,0,0.34,0.164,0.022,0.047,0.129,19.29775281,0,19.29775281,1491.07
13-07-2024,05:10,0,0.31,0.014,0.108,0.04,0.028,19.29775281,0,19.29775281,1491.38
13-07-2024,05:15,0,0.33,0,0.033,0.081,0.005,19.29775281,0,19.29775281,1491.71
13-07-2024,05:20,0,0.33,0.077,0.084,0.216,0.233,19.29775281,0,19.29775281,1492.04
13-07-2024,05:26,0,0.33,0.065,0.072,0.28,0,19.29775281,0,19.29775281,1492.37
13-07-2024,05:31,0,0.35,0.099,0.006,0.151,0.077,24.41011236,0,24.41011236,1492.72
13-07-2024,05:37,0,0.37,0.34,0.138,0.26,0.003,24.41011236,0,24.41011236,1493.09
13-07-2024,05:42,0,0.35,0.084,0.104,0.062,0.234,24.41011236,0,24.41011236,1493.44
13-07-2024,05:47,0,0.34,0.042,0.023,0.02,0.119,24.41011236,0,24.41011236,1493.78
13-07-2024,05:52,0,0.35,0.242,0.239,0.02,0.049,24.41011236,0,24.41011236,1494.13
13-07-2024,05:57,0,0.35,0.007,0.047,0.015,0.091,24.41011236,0,24.41011236,1494.48
13-07-2024,06:03,0,0.35,0.093,0.075,0.108,0.001,19.29775281,0,19.29775281,1494.83
13-07-2024,06:08,0,0.33,0.093,0.06,0.024,0.096,19.29775281,0,19.29775281,1495.16
13-07-2024,06:14,0,0.34,0.093,0.185,0.058,0.057,19.29775281,0,19.29775281,1495.5
13-07-2024,06:19,0,0.34,0.093,0.124,0.057,0.026,19.29775281,0,19.29775281,1495.84
13-07-2024,06:24,0,0.32,0.02,0.119,0.041,0.081,19.29775281,0,19.29775281,1496.16
13-07-2024,06:30,0,0.52,0.236,0.201,0.002,0.02,19.29775281,0,19.29775281,1496.68
13-07-2024,06:35,0,0.33,0.144,0.04,0.16,0.034,19.29775281,0,19.29775281,1497.01
13-07-2024,06:40,0,0.48,0.09,0.163,0.022,0.143,19.29775281,0,19.29775281,1497.49
13-07-2024,06:46,0,0.31,0.059,0.037,0.076,0.016,19.29775281,0,19.29775281,1497.8
13-07-2024,06:51,0,0.3,0.034,0.139,0.091,0.132,19.29775281,0,19.29775281,1498.1
13-07-2024,06:56,0,0.31,0.021,0.015,0.036,0.142,19.29775281,0,19.29775281,1498.41
13-07-2024,07:01,0,0.3,0.035,0.068,0.017,0.011,19.29775281,0,19.29775281,1498.71
13-07-2024,07:06,0,0.29,0.138,0.058,0.112,0.152,19.29775281,0,19.29775281,1499
13-07-2024,07:12,0,0.29,0.068,0.002,0.066,0.021,19.29775281,0,19.29775281,1499.29
13-07-2024,07:17,0,0.31,0.035,0.01,0.033,0.121,19.29775281,0,19.29775281,1499.6
13-07-2024,07:23,0,0.3,0.015,0.084,0.216,0.022,19.29775281,0,19.29775281,1499.9
13-07-2024,07:28,0,0.32,0.15,0.003,0.053,0.167,19.29775281,0,19.29775281,1500.22
13-07-2024,07:33,0,0.38,0.019,0.138,0.165,0.137,19.29775281,0,19.29775281,1500.6
13-07-2024,07:34,0,0.35,0.214,0.119,0.004,0.042,19.29775281,0,19.29775281,1500.95
13-07-2024,07:34,0,0.37,0.014,0.026,0.118,0,19.29775281,0,19.29775281,1501.32
13-07-2024,07:39,0,0.33,0.018,0.024,0.167,0.102,19.29775281,0,19.29775281,1501.65
13-07-2024,07:45,0,0.29,0.197,0.024,0.185,0.001,19.29775281,0,19.29775281,1501.94
13-07-2024,07:49,0,0.3,0.027,0.139,0.079,0.152,19.29775281,0,19.29775281,1502.24
13-07-2024,07:50,0,0.32,0.044,0.126,0.035,0.027,19.29775281,0,19.29775281,1502.56
13-07-2024,07:56,0,0.32,0.107,0.048,0.043,0.013,19.29775281,0,19.29775281,1502.88
13-07-2024,08:01,0,0.35,0.176,0.257,0.063,0.091,24.41011236,0,24.41011236,1503.23
13-07-2024,08:06,0,0.38,0.017,0.108,0.026,0.006,24.41011236,0,24.41011236,1503.61
13-07-2024,08:11,0,0.35,0.014,0.223,0.104,0.042,24.41011236,0,24.41011236,1503.96
13-07-2024,08:17,0,0.35,0.011,0.027,0.093,0.045,24.41011236,0,24.41011236,1504.31
13-07-2024,08:22,0,0.53,0.007,0.199,0.047,0.002,24.41011236,0,24.41011236,1504.84
13-07-2024,08:28,0,0.4,0.305,0.04,0.027,0.024,24.41011236,0,24.41011236,1505.24
13-07-2024,08:33,0,0.4,0.169,0.228,0.149,0.199,24.41011236,0,24.41011236,1505.64
13-07-2024,08:39,0,0.38,0.115,0.077,0.133,0.058,24.41011236,0,24.41011236,1506.02
13-07-2024,08:44,0,0.39,0.109,0.266,0.17,0.065,24.41011236,0,24.41011236,1506.41
13-07-2024,08:49,0,0.39,0.308,0.086,0.043,0.21,24.41011236,0,24.41011236,1506.8
13-07-2024,08:54,0,0.37,0.056,0.102,0.174,0.048,24.41011236,0,24.41011236,1507.17
13-07-2024,08:59,0,0.37,0.173,0.06,0.221,0.034,24.41011236,0,24.41011236,1507.54
13-07-2024,09:04,0,0.36,0.022,0.004,0.049,0.123,24.41011236,0,24.41011236,1507.9
13-07-2024,09:09,0,0.35,0.04,0,0.008,0.055,24.41011236,0,24.41011236,1508.25
13-07-2024,09:14,0,0.36,0.191,0.008,0.051,0.109,24.41011236,0,24.41011236,1508.61
13-07-2024,09:20,0,0.34,0.025,0.049,0.007,0.227,24.41011236,0,24.41011236,1508.95
13-07-2024,09:26,0,0.32,0.093,0.036,0.02,0.06,24.41011236,0,24.41011236,1509.27
13-07-2024,09:31,0,0.57,0.343,0.068,0.373,0.044,24.41011236,0,24.41011236,1509.84
13-07-2024,09:36,0,0.34,0.186,0.041,0.03,0.082,24.41011236,0,24.41011236,1510.18
13-07-2024,09:41,0,0.33,0.114,0.134,0.043,0.076,24.41011236,0,24.41011236,1510.51
13-07-2024,09:46,0,0.56,0.022,0.425,0.075,0.031,24.41011236,0,24.41011236,1511.07
13-07-2024,09:52,0,0.35,0.118,0.302,0.08,0.093,24.41011236,0,24.41011236,1511.42
13-07-2024,09:57,0,0.36,0.067,0.032,0.004,0.061,24.41011236,0,24.41011236,1511.78
13-07-2024,10:02,0,0.6,0.382,0.062,0.128,0.249,24.41011236,0,24.41011236,1512.38
13-07-2024,10:07,0,0.35,0.051,0.172,0.194,0.117,24.41011236,0,24.41011236,1512.73
13-07-2024,10:12,0,0.37,0.034,0.168,0.016,0.008,24.41011236,0,24.41011236,1513.1
13-07-2024,10:18,0,0.43,0.066,0.251,0.161,0.136,24.41011236,0,24.41011236,1513.53
13-07-2024,10:24,0,0.37,0.189,0.076,0.139,0.119,24.41011236,0,24.41011236,1513.9
13-07-2024,10:29,0,0.44,0.233,0.021,0.034,0.297,24.41011236,0,24.41011236,1514.34
13-07-2024,10:35,0,0.44,0.014,0.015,0.033,0.061,24.41011236,0,24.41011236,1514.78
13-07-2024,10:39,0,0.44,0.188,0.139,0.132,0.198,24.41011236,0,24.41011236,1515.22
13-07-2024,10:45,0,0.44,0.036,0.222,0.142,0.203,24.41011236,0,24.41011236,1515.66
13-07-2024,10:50,0,0.44,0.065,0.042,0.261,0.037,24.41011236,0,24.41011236,1516.1
13-07-2024,10:55,0,0.51,0.18,0.204,0.119,0.047,24.41011236,0,24.41011236,1516.61
13-07-2024,11:01,0,0.51,0.291,0.122,0.185,0.174,24.41011236,0,24.41011236,1517.12
13-07-2024,11:05,0,0.45,0.091,0.037,0.151,0.013,24.41011236,0,24.41011236,1517.57
